title,image,summary,slug,syllabus,affiliates,tags,tracks,level,provider
Physical Theatre: Exploring the Slap,https://view.vzaar.com/6713862/image,"This course introduces you to world-renowned Russian director Meyerhold’s technique of biomechanics. It invites you to study and experience first-hand his revolutionary biomechanical étude, ‘The Slap’.",https://www.futurelearn.com/courses/physical-theatre-exploring-the-slap?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-W3R45XS8iSIuj3kUc.LApw,nan,[],[],[],Beginner/Intermediate,FutureLearn
Open Innovation,https://view.vzaar.com/8436141/image,"In today’s world, the development of new products and services is not confined within one organisation or indeed one country. To succeed, businesses must be willing to work with others, to spot and develop ideas – a model known as open innovation.",https://www.futurelearn.com/courses/open-innovation?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-kSUNBEcFdGMJBdcE0x31MQ,nan,[],[],[],Beginner/Intermediate,FutureLearn
Challenges in Antibiotic Resistance: Gram Negative Bacteria,https://view.vzaar.com/14207901/image,"Gram negative bacteria (GNB) are a group of bacteria that can cause infection and toxic reaction in patients, yet are difficult to differentiate and treat with antibiotics due to their structure.",https://www.futurelearn.com/courses/gram-negative-bacteria?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-85I0ujXRCeigonyIf4Zueg,nan,[],[],[],Beginner/Intermediate,FutureLearn
Cultural Heritage and the City,https://view.vzaar.com/10592952/image,"Cultural heritage is usually discussed in national or religious terms: we speak of Italian culture, Greek civilization, Islamic art, and so on. But today cities are creating their own heritage through museums, galleries, markets of artistic goods, and urban networks. Cities project themselves as cultural hubs representing and connecting entire regions, for example Doha and the UAE, Singapore and Southeast Asia, Los Angeles and North America.",https://www.futurelearn.com/courses/cultural-heritage-cities?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-VsztBkpwTPxxbzJ6R71AEA,nan,[],[],[],Beginner/Intermediate,FutureLearn
Digital Skills: Digital Marketing,https://view.vzaar.com/12231878/image,"Digital marketing can be a crucial tool to grow a business. On this course you will explore what digital marketing is, why it is important and look at some digital marketing strategies including display advertising, pay per click advertising, search engine optimisation and email marketing. Finally, we will discuss the importance of balancing and integrating different digital marketing strategies and how companies target customers.",https://www.futurelearn.com/courses/digital-skills-digital-marketing?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-KqelvtcpznkmC_2ZJlx6Lw,nan,[],[],[],Beginner/Intermediate,FutureLearn
Control and Elimination of Visceral Leishmaniasis,https://view.vzaar.com/11683005/image,"Visceral leishmaniasis (VL) - also known as kala-azar - is endemic in parts of South Asia, East Africa, Southern Europe and South America. It is fatal if untreated, but the tools do exist to control and even eliminate VL transmission in some of these areas.",https://www.futurelearn.com/courses/visceral-leishmaniasis?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-b7zuCoshjGHJ3yFYi6nVgw,nan,[],[],[],Beginner/Intermediate,FutureLearn
A Question of Time: How We Date Human Evolution,https://view.vzaar.com/15296984/image,"Trace your origins and develop your understanding of human evolution, with this course from the world-leading experts at Griffith University.",https://www.futurelearn.com/courses/human-fossils?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-4R5ru7KlL8uZoW8XX4o8QQ,nan,[],[],[],Beginner/Intermediate,FutureLearn
Innovation: the World's Greatest,https://view.vzaar.com/5696179/image,"This course considers innovations throughout history identifying that very few innovative ideas are new; the vast majority take something that is already working and improve it, be it a product, service or process.",https://www.futurelearn.com/courses/the-worlds-greatest-innovations?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-dNbL9hsllRyKuFlXCFA.FQ,nan,[],[],[],Beginner/Intermediate,FutureLearn
Starting a Business 6: Funding Your Business,https://view.vzaar.com/5643863/image,"A successful business requires funding to get it started. There are many ways to get your business up and running, from the informal such as personal savings and borrowing, borrowing from friends and family, to the more formal avenues like bank loans, raising equity to crowd-funding. This course will help you consider the finance options available for businesses, and how to fund the expansion of a business.",https://www.futurelearn.com/courses/starting-a-business-6?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-lMt3pHQtRpf5c6_g4GLpcQ,nan,[],[],[],Beginner/Intermediate,FutureLearn
Learning Online: Managing Your Identity,https://view.vzaar.com/5705618/image,"Many of us now have an online identity running alongside our everyday lives. In this course you’ll consider your online presence; you’ll discover how what we say and do online can have major implications for our real lives, and those of others. You’ll also spend time looking at how to assess and enhance your online identities to ensure that you can get the most out of being yourself online.",https://www.futurelearn.com/courses/online-identity?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-p_WaRGUxhH9SgdkJcv1qVQ,nan,[],[],[],Beginner/Intermediate,FutureLearn
Challenges in Antibiotic Resistance: Point Prevalence Surveys,https://view.vzaar.com/9978928/image,"Point Prevalence Surveys (PPS) are an important tool for healthcare professionals to use to assess and improve antibiotic prescribing locally, nationally and globally.",https://www.futurelearn.com/courses/point-prevalence-surveys?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-ao2K4dq16zU_4OssASxpsQ,nan,[],[],[],Beginner/Intermediate,FutureLearn
World of Spies: Keeping Secrets,https://view.vzaar.com/9978928/image,"What does it take to be a spy? Strong critical thinking and communication skills, a firm grasp of logic, and a love of puzzles are all useful.",https://www.futurelearn.com/courses/world-of-spies-keeping-secrets?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-U4UdHHWHVQt93HSkcov4Hw,nan,[],[],[],Beginner/Intermediate,FutureLearn
Introduction to Korean,https://view.vzaar.com/9732008/image,"This course will introduce you to the Korean language, and present and explain Korean culture, enabling you to have real Korean conversations.",https://www.futurelearn.com/courses/introduction-to-korean?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-v6CGXg9ThNg0pVuvFWqojQ,nan,[],[],[],Beginner/Intermediate,FutureLearn
Leading and Managing People-Centred Change,https://view.vzaar.com/10908441/image,"Many leaders and managers struggle when it comes to managing change, especially if it affects people. This course looks at how we can manage people-centred change effectively. You will learn the importance of bringing people with you through change, and consider the moments where change can go wrong and how to avoid them.",https://www.futurelearn.com/courses/leading-and-managing-change?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-BJG0OHc5wgi4RKUr5bNuQA,nan,[],[],[],Beginner/Intermediate,FutureLearn
Object-oriented Programming in Python: Create Your Own Adventure Game,https://view.vzaar.com/10234926/image,Object-oriented programming is a programming paradigm based on objects and data rather than actions and logic.,https://www.futurelearn.com/courses/object-oriented-principles?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-KYM_Q3zs7LyAi3NjaUa95g,nan,[],[],[],Beginner/Intermediate,FutureLearn
End-of-Life Care for People with Dementia,https://view.vzaar.com/10234926/image,"A range of research has shown that the end-of-life care needs of people with dementia, and their families, are poorly understood and inconsistently addressed.",https://www.futurelearn.com/courses/end-of-life-care-dementia?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-_SjAr6HjEmT5DSgfTdw0Mg,nan,[],[],[],Beginner/Intermediate,FutureLearn
Digital Skills: Web Analytics,https://view.vzaar.com/12231927/image,"Running a successful online business often requires a good working knowledge of web analytics. On this course, you will explore the basics of analytics, different types of analytics and why they are important for business. You will discover concepts including segmentation and benchmarking and explore five steps to creating a measurement plan.",https://www.futurelearn.com/courses/digital-skills-web-analytics?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-W8qeUuIg6vFL6NKpAKT0Kg,nan,[],[],[],Beginner/Intermediate,FutureLearn
Study UK: Prepare to Study and Live in the UK,https://view.vzaar.com/12231927/image,"The prestige of a UK university education attracts students from all over the world. However, research shows that transition to UK study is not always easy. Many feel challenged by an unfamiliar educational system, cultural differences, and working in a different language.",https://www.futurelearn.com/courses/prepare-to-study-uk?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-SB4BVmBYWLC_5yhu6YWFtQ,nan,[],[],[],Beginner/Intermediate,FutureLearn
WW1 Heroism: Through Art and Film,https://view.vzaar.com/5696606/image,The centenary of the First World War is a time for reflection and exploration. In this short course you will discover just some of the ways that heroism is portrayed through art and film.,https://www.futurelearn.com/courses/ww1-heroism-art-film?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-TajuWxQ3Sf5PBS0dZyPUEg,nan,[],[],[],Beginner/Intermediate,FutureLearn
Learning Online: Searching and Researching,https://view.vzaar.com/5697474/image,"In this course, you’ll explore the rich and diverse range of information available to you online, how to use search tools effectively, and the ways in which you can begin to assess information that you might want to use in your studies. Using a wide range of learning activities, you will be challenged to dig deeper and think critically about the information that you find online.",https://www.futurelearn.com/courses/searching-and-researching?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-3dj1FGU2hnNTGjEe18uAqQ,nan,[],[],[],Beginner/Intermediate,FutureLearn
English for the Workplace,https://view.vzaar.com/5697474/image,This course is for people who are learning English and who are interested in developing English language skills for employability and workplace contexts. It will help job seekers and young professionals with the English they need.,https://www.futurelearn.com/courses/workplace-english?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-T5uq0EaASlspV_YzThfgvg,nan,[],[],[],Beginner/Intermediate,FutureLearn
Exploring Cancer Medicines,https://view.vzaar.com/7718167/image,"This course will introduce you to the topic of cancer chemotherapy, and how the development of effective medications for the treatment of cancer remains a significant challenge to scientists.",https://www.futurelearn.com/courses/exploring-cancer-medicines?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-hyQeiexGhxRgRBWCI28Nsg,nan,[],[],[],Beginner/Intermediate,FutureLearn
Discovering Science: Science Writing,https://view.vzaar.com/8645879/image,"Without science writing, science could not really exist. By recording experiments and publishing the results of studies and discoveries, scientists can share their important work, and find an engaged audience.",https://www.futurelearn.com/courses/discovering-science-science-writing?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-u88bxG.MU70vG_WB_E922A,nan,[],[],[],Beginner/Intermediate,FutureLearn
"Food as Medicine: Food, Exercise and the Gut",https://view.vzaar.com/12948639/image,"The gut is a complex part of the human body, and can be affected by many different factors. It’s vital healthcare professionals have a solid understanding of how the gut works, and what can exacerbate or improve gut problems.",https://www.futurelearn.com/courses/fam-exercise-gut?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-TIWLBsEi4SHMQKdGRXkpUw,nan,[],[],[],Beginner/Intermediate,FutureLearn
Learning from the Past: A Guide for the Curious Researcher,https://view.vzaar.com/12189915/image,"The language of history determines how we view our world and understand urgent issues, such as the environment, conflict and human rights. This language is shaped by documents held in libraries and archives, and the ways in which researchers interpret these is constantly developing. This course will provide you with skills to discover and critically analyse the records of the past, including hidden treasures from the British Library’s collections. Researchers at the University of Nottingham and University of Birmingham will show how these collections influence the way we view our world today.",https://www.futurelearn.com/courses/learning-from-the-past?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-3xNyzYevKci2GsQP24arqQ,nan,[],[],[],Beginner/Intermediate,FutureLearn
Starting a Business 3: Customers and Competitors,https://view.vzaar.com/5643809/image,"To run a successful business you need to understand who your customers are and more importantly, how you are going to reach them. Whether you have an idea for a future venture or you already have a side-line business whilst studying, this course will help you to recognise and understand your target market. It will give you the time to plan and help you to start documenting your thoughts in a structured business plan while allowing you to share your ideas with others.",https://www.futurelearn.com/courses/starting-a-business-3?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-y3l8a4Hd_wgneezBJmp1cQ,nan,[],[],[],Beginner/Intermediate,FutureLearn
Learning Online: Learning and Collaborating,https://view.vzaar.com/5696615/image,"Online learning is likely to be important for you in the future, either at university or in the workplace. Learning online is different to learning in the classroom as it requires different skills. This course will help you to develop those skills, showing you how to learn and communicate effectively in an online environment.",https://www.futurelearn.com/courses/learning-and-collaborating?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-8H5Qd_IO16nOVn0w4X4Uqw,nan,[],[],[],Beginner/Intermediate,FutureLearn
Clinical Bioinformatics: Unlocking Genomics in Healthcare,https://view.vzaar.com/7268421/image,This free online course aims to raise awareness amongst healthcare professionals of the role of Clinical Bioinformatics and Genomics in healthcare today. We will illustrate how the discipline of Clinical Bioinformatics provides an important bridge between the cutting edge science and the delivery of genomic medicine in clinical practice. By understanding the role of a Clinical Bioinformatician it will become clear how integral they are to ensuring the beneficial opportunities of genomic medicine are fully realised in patient care.,https://www.futurelearn.com/courses/bioinformatics?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-jPKV9rYtvKSMczx0UAKeOQ,nan,[],[],[],Beginner/Intermediate,FutureLearn
Food as Medicine: Food and Inflammation,https://view.vzaar.com/12948661/image,"On this course, designed specially for healthcare professionals, get an introduction to current evidence surrounding the impact of nutrition and foods on development and treatment of chronic low-grade inflammation, and potential subsequent disease development",https://www.futurelearn.com/courses/fam-inflammation?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-b9iKbtEcGy7O1DWHZOBqUA,nan,[],[],[],Beginner/Intermediate,FutureLearn
Youth Mental Health: Helping Young People with Anxiety,https://view.vzaar.com/12948661/image,"Anxiety is a common condition experienced by young people that can escalate to a point where it impacts on their general wellbeing and activities of daily living; brain development and performance at school or college. If untreated the risk of developing chronic and enduring mental health conditions increases, as well as the risks of deliberate self harm and suicide.",https://www.futurelearn.com/courses/youth-mental-health?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-4pumNxh7yJYXxVjRgwKBOA,nan,[],[],[],Beginner/Intermediate,FutureLearn
An Introduction to Radiation Oncology: From Diagnosis to Survivorship,https://view.vzaar.com/15030904/image,"Radiation therapy is one of the key treatments for cancer. On this course you will learn from healthcare experts about how it works, the various benefits, and myths surrounding radiation therapy. You will also learn about the treatment pathway if you’re prescribed a course of radiaton therapy.",https://www.futurelearn.com/courses/radiation-therapy?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-590ja56zBzZTlhg.KVoecg,nan,[],[],[],Beginner/Intermediate,FutureLearn
Technology Entrepreneurship: How to Start a New Venture,https://view.vzaar.com/14128815/image,Being entrepreneurial is an exciting challenge and will help make your technology-based idea a reality.,https://www.futurelearn.com/courses/technology-entrepreneurship-start-a-new-venture?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-UR2HWCSF5Yb9ElViPBZi6Q,nan,[],[],[],Beginner/Intermediate,FutureLearn
Inclusive Learning and Teaching Environments,https://view.vzaar.com/14128815/image,"According to research by the UK government, disabled people are around half as likely to hold a degree-level qualification than people without disabilities. It raises an important question: how can we make education more inclusive?",https://www.futurelearn.com/courses/inclusive-learning-teaching?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-4PChBy6DYwNgl.kidwIG3A,nan,[],[],[],Beginner/Intermediate,FutureLearn
Get Started with Online Learning,https://view.vzaar.com/4763094/image,"The internet is playing a bigger role in our lives, as we buy our groceries, manage our finances, share social experiences and otherwise live our lives online. But how many of us have considered studying online?",https://www.futurelearn.com/courses/online-learning?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-gBGmo4QDCOJfYoPZXyPT6w,nan,[],[],[],Beginner/Intermediate,FutureLearn
The Genomics Era: the Future of Genetics in Medicine,https://view.vzaar.com/3533489/image,"This free online course will provide healthcare professionals with a basic grounding in genomic medicine. It will introduce you to new genomic technologies, which are revolutionising medicine and will, in time, provide the mainstay of patient diagnosis, treatment and disease prevention.",https://www.futurelearn.com/courses/the-genomics-era?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-Pp_y2Kl7uttUdDwC9pHAAg,nan,[],[],[],Beginner/Intermediate,FutureLearn
Innovation: the Fashion Industry,https://view.vzaar.com/5696175/image,"This course introduces a case study showing how Marks & Spencer has been a key innovator in fashion, introducing new fabrics that make our lives easier and more comfortable.",https://www.futurelearn.com/courses/fashion-innovation?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-GvQZPpkj6u6tIwY4uHJ2Dw,nan,[],[],[],Beginner/Intermediate,FutureLearn
Starting a Business 2: People and Networks,https://view.vzaar.com/5643798/image,"A successful business relies heavily on people and networking. A good team and wider network are essential to success and growth. Whether you have an idea for a future venture or you already have a side-line business whilst studying, this course will help you to recognise the people who can help you take your business forward in both formal and informal business networks.",https://www.futurelearn.com/courses/starting-a-business-2?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-5ycME8R53wT3YjhrM.rHqw,nan,[],[],[],Beginner/Intermediate,FutureLearn
Starting a Business 4: Business Processes,https://view.vzaar.com/5643816/image,"A successful business relies on processes and information systems; it is important that an entrepreneur pays close attention to how their business works and how performance can be improved so that they are in a position to take it forward and manage growth. Whether you have an idea for a future venture or you already have a side-line business whilst studying, this course cover efficient business processes to improve productivity.",https://www.futurelearn.com/courses/starting-a-business-4?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-l7omq9buajf3SGFoFiTuJQ,nan,[],[],[],Beginner/Intermediate,FutureLearn
Introduction to Norwegian,https://view.vzaar.com/8467884/image,"Are you planning on going to Norway to study, travel or work? Are you interested in Norwegian culture? Are you looking for the key to the Scandinavian Model? Or a troll to marry?",https://www.futurelearn.com/courses/norwegian?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-dHSWmRs8XNO3CfDjeBGVyw,nan,[],[],[],Beginner/Intermediate,FutureLearn
World Class Maths: Asian Teaching Methods,https://view.vzaar.com/8467884/image,"Get an introduction to Asian maths teaching methods for primary education, with this course from Macmillan Education and University of Southampton.",https://www.futurelearn.com/courses/asian-maths-teaching-methods?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-Kowa5bgKXFAhGUB4vaDpEw,nan,[],[],[],Beginner/Intermediate,FutureLearn
Exploring Our Oceans,https://view.vzaar.com/10660641/image,"What lies in the half of our world covered by water more than two miles deep? How are our everyday lives connected to the ocean depths, and what challenges and opportunities does this previously hidden realm hold for our future?",https://www.futurelearn.com/courses/exploring-our-oceans?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-rYfKeeTaWXmn1m8Z7diVvw,nan,[],[],[],Beginner/Intermediate,FutureLearn
