title,image,summary,slug,syllabus,affiliates,tags,tracks,level,provider
Genomic Medicine: Transforming Patient Care in Diabetes,https://view.vzaar.com/5727712/image,"There have been huge advances in the field of genetics in the last 10 years since the sequencing of the first human genome in 2003. It is now possible to analyse all 20,000 human genes in a single experiment, rather than focussing on one gene at a time. We are in the genomics era.",https://www.futurelearn.com/courses/diabetes-genomic-medicine?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-uTjY28mloL2L.tU49jkuyg,nan,[],[],[],Beginner/Intermediate,FutureLearn
Whole Genome Sequencing: Decoding the Language of Life and Health,https://view.vzaar.com/7180350/image,Whole genome sequencing is a relatively new technology that allows us to ‘read’ a person’s or organism’s entire genetic code. But how does it work and what does it mean for all of us? How do scientists begin to make sense of the vast amount of information that whole genome sequencing provides? And what does this new technology mean for the future of healthcare and personalised medicine?,https://www.futurelearn.com/courses/whole-genome-sequencing?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-HEQOxnoIzcwchwbnix8r2Q,nan,[],[],[],Beginner/Intermediate,FutureLearn
Introduction to Italian,https://view.vzaar.com/6333752/image,"Have you been dreaming of visiting cities like Venice, Rome and Florence? Have you always wanted to learn Italian and get to know Italian culture? If so, this course is perfect for you.",https://www.futurelearn.com/courses/learn-italian?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-VHccwACsvqC8w9aZeZQVQg,nan,[],[],[],Beginner/Intermediate,FutureLearn
Caring for People with Psychosis and Schizophrenia,https://view.vzaar.com/5801469/image,"Psychosis conditions, including schizophrenia, are treatable mental health problems that can affect anyone although very few people talk about the conditions and their impact on families. Millions of people across the globe find themselves thrust unexpectedly into a role providing support and care when a relative develops psychosis. Carers can play a major role in supporting their relative’s progress and recovery.",https://www.futurelearn.com/courses/caring-psychosis-schizophrenia?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-AM5sZSkNAxWM72txD_QwMA,nan,[],[],[],Beginner/Intermediate,FutureLearn
Mergers and Acquisitions: Accounting Principles,https://view.vzaar.com/11478376/image,"Once a company has merged or been acquired there are a number of key processes that can help ensure the deal is successful. On this course you will explore some of these processes and learn how to apply accounting and federal income tax principles to project earnings and cash flows, specifically of the post-combination entity.",https://www.futurelearn.com/courses/mergers-acquisitions-accounting?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-_hfkl3ubQ_fhBexklqHVmg,nan,[],[],[],Beginner/Intermediate,FutureLearn
Major Sport Events: Winning Through Diversity and Inclusion,https://view.vzaar.com/12918021/image,In this course you’ll learn how athletes and para athletes prepare for a major sporting event.,https://www.futurelearn.com/courses/sport-inclusion?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-QY2JG41ITxcGJ6dlYSdZaw,nan,[],[],[],Beginner/Intermediate,FutureLearn
Career Credentials: Evidence Your Expertise in Digital Literacy,https://view.vzaar.com/15878502/image,"In an increasingly digitised world, digital literacy is now just as important as traditional literacy. So, it’s no surprise that employer demand for skills in this area has surged.",https://www.futurelearn.com/courses/career-credentials-digital-literacy?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-3KuWJB0scaOa4qDhwuLEMQ,nan,[],[],[],Beginner/Intermediate,FutureLearn
Basic Science: Understanding Experiments,https://view.vzaar.com/1631019/image,"On this practical course you will start thinking like a scientist, by carrying out experiments at home.",https://www.futurelearn.com/courses/science-experiments?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-6E0X3Uku7I6fQiYsuFfAyw,nan,[],[],[],Beginner/Intermediate,FutureLearn
Environmental Justice,https://view.vzaar.com/16065480/image,"The world faces challenging environmental problems. They are challenging because different people typically contribute differently to environmental change, and because its effects will be felt differently by different people in different places.",https://www.futurelearn.com/courses/environmental-justice?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-qrJbeTDLvjud0zMcg8JUcA,nan,[],[],[],Beginner/Intermediate,FutureLearn
Smart Cities,https://view.vzaar.com/4320132/image,"On this online course, you’ll hear from smart city innovators, entrepreneurs, leaders, communities and businesses.",https://www.futurelearn.com/courses/smart-cities?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-aHRtVM3pptO.yiRItDZhHQ,nan,[],[],[],Beginner/Intermediate,FutureLearn
Filmmaking and Animation in the Classroom,https://view.vzaar.com/9022200/image,This free online course will help anyone working with young people aged 5-19 to engage them in learning through simple filmmaking and animation. You’ll discover how film and animation can be used as powerful tools for encouraging active learning and enabling pupils to establish strong connections with any area of the curriculum.,https://www.futurelearn.com/courses/filmmaking-animation-classroom?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-As2hReeX5E4Lx2bkib7o1w,nan,[],[],[],Beginner/Intermediate,FutureLearn
Quality Improvement in Healthcare: the Case for Change,https://view.vzaar.com/7430180/image,Why is quality improvement in health and social care systems so difficult? Why is it so challenging to bring in new and better ways of organising health and social care services?,https://www.futurelearn.com/courses/quality-improvement?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-NC1bPha1vWFR_GPHcvbIAQ,nan,[],[],[],Beginner/Intermediate,FutureLearn
Introduction to R for Data Science,https://view.vzaar.com/7430180/image,We live in a data driven world. So how can we make the most of it? Have you ever wondered how data-driven decisions are made?,https://www.futurelearn.com/courses/data-science?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-63fLL6dj5RL2NXhwkwreLw,nan,[],[],[],Beginner/Intermediate,FutureLearn
Exploring Economics: Will the Next Generation Be Worse Off?,https://view.vzaar.com/11285693/image,The next generation faces uncertain economic prospects. This online course explains why.,https://www.futurelearn.com/courses/exploring-economics-next-generation?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-PQa8jJNESTFSKm9MCcx3bw,nan,[],[],[],Beginner/Intermediate,FutureLearn
German at Work Intermediate 1: Deutsch am Arbeitsplatz,https://view.vzaar.com/11285693/image,"German is the most widely spoken native language in Europe, and German-speaking countries benefit from strong economics and low unemployment.",https://www.futurelearn.com/courses/german-intermediate-1?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-w_JL3CUPttSh3WqYpGE5tw,nan,[],[],[],Beginner/Intermediate,FutureLearn
The Science Behind Forensic Science,https://view.vzaar.com/15598249/image,How does forensic science really work? How are scientific principles applied in crime scenes? Answer these questions and more with this course from the team who teach the longest-running forensic science programme of its type in England.,https://www.futurelearn.com/courses/science-behind-forensic-science?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-Dp_IBNeoW3nu8CgdPp65cA,nan,[],[],[],Beginner/Intermediate,FutureLearn
Military Ethics: an Introduction,https://view.vzaar.com/5387660/image,"Military professionals are unusual in having the use of lethal force as a central, defining feature of their role, and unique in the level of force that they are authorized to use. This fact places a considerable ethical weight on military practitioners as well as the civilian decision-makers who authorize military missions.",https://www.futurelearn.com/courses/military-ethics?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-OLKHLA.NxzkCAInhBjnsuQ,nan,[],[],[],Beginner/Intermediate,FutureLearn
"Introduction to the UK Parliament: People, Processes and Public Participation",https://view.vzaar.com/5387660/image,"This free online course will introduce you to the work and role of the UK Parliament. From setting the age at which we start school to deciding pension policy, the UK Parliament makes laws that impact our lives, our work and our wider society.",https://www.futurelearn.com/courses/introduction-uk-parliament?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-jybaNxXB9XfglYwoyNSetw,nan,[],[],[],Beginner/Intermediate,FutureLearn
People Studying People: Research Ethics in Society,https://view.vzaar.com/8492441/image,"If we consider data collection and its reporting to make up research, then we will all have been exposed to being participants in some form of social research. Data collection from people in society is now part of everyday life. Ethical research demands that respect is afforded to the rights and dignity of human participants. Studies need to be designed to be worthwhile and any potential harm anticipated and minimised. Ethical research requires thinking carefully about what constitutes participation in research and the responsibilities of researchers not only to participants, but also to all those affected by a study.",https://www.futurelearn.com/courses/ethical-research?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-b5QGF0Nazb_thuYLJvUvhQ,nan,[],[],[],Beginner/Intermediate,FutureLearn
Global Health and Disability,https://view.vzaar.com/12868831/image,"Around 15% of the world’s population, or 1 billion people, live with some form of disability, with numbers continuing to rise over the coming decades.",https://www.futurelearn.com/courses/global-disability?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-fDHb5FKuiOWHifTUzIYFWw,nan,[],[],[],Beginner/Intermediate,FutureLearn
Understanding Diversity and Inclusion,https://view.vzaar.com/12868831/image,"Many things contribute to an individual’s identity, including race, ethnicity, gender, age, appearance, religion, gender identity, sexual orientation, education, and political beliefs. These things, and more, are what make each of us different. So how can we learn to embrace these differences, and celebrate them? Or to put it in a different way - how can we explore and welcome diversity?",https://www.futurelearn.com/courses/diversity-inclusion-awareness?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-J1.cL0SRpWB5GRC612FhTQ,nan,[],[],[],Beginner/Intermediate,FutureLearn
English for Academic Study,https://view.vzaar.com/12868831/image,"If you are preparing to study at a university where the first language is English, either on campus or online, this course aims to help you understand what is expected, and develop skills to help you learn independently and build your confidence.",https://www.futurelearn.com/courses/english-academic-study?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-e3swvrzO8PqoDfHLPw.h0A,nan,[],[],[],Beginner/Intermediate,FutureLearn
OPAT: Outpatient Parenteral Antimicrobial Therapy,https://view.vzaar.com/12868831/image,OPAT is a clinical service which enables patients with serious infection to be managed in an outpatient setting. The service aims to facilitate admission avoidance or early hospital discharge.,https://www.futurelearn.com/courses/outpatient-patenteral-antimicrobial-therapy?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-QMSZ.c2zzhFScWi15JOSyQ,nan,[],[],[],Beginner/Intermediate,FutureLearn
"Integrating Care: Depression, Anxiety and Physical Illness",https://view.vzaar.com/15287867/image,"Around 1 in 3 people have a long-term physical illness, and of these people around 1 in 3 also struggle with mental health problems like depression and anxiety. Symptoms like pain, fatigue, disability, and uncertainty around treatment, can all contribute to depression and anxiety, which in turn can worsen physical symptoms.",https://www.futurelearn.com/courses/integrating-mental-and-physical-health-depression-and-anxiety?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-BM2w2D327qkzIYYju4uMVA,nan,[],[],[],Beginner/Intermediate,FutureLearn
"Cyber Security: Safety at Home, Online, in Life",https://view.vzaar.com/7362553/image,"In the modern world, information security has an influence on all of us: at home, at work, online and in life in general. Like many inventions that have gone before, the internet and the web, the cloud and the Internet of Things (IoT) bring with them many advantages, but also open up new possibilities for criminal activity.",https://www.futurelearn.com/courses/cyber-security?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-Ey2CJQnsmdRzeEFxQskKYQ,nan,[],[],[],Beginner/Intermediate,FutureLearn
Managing Public Money,https://view.vzaar.com/7362553/image,"The public sector provides a wide range of important services to citizens, including healthcare, education, transport, policing, justice and defence.",https://www.futurelearn.com/courses/managing-public-money?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-jIeIVeEK6lqY6mzjoGYw3Q,nan,[],[],[],Beginner/Intermediate,FutureLearn
Effective Questioning for Call Handlers,https://view.vzaar.com/13011966/image,"How an organisation handles phone calls can have a direct impact on its success - a badly handled call can mean limited information that might affect service delivery, customer satisfaction and even safety.",https://www.futurelearn.com/courses/effective-questioning?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-ADes_Lj.WGQ9gAWTAv.H7w,nan,[],[],[],Beginner/Intermediate,FutureLearn
"Dementia and the Arts: Sharing Practice, Developing Understanding and Enhancing Lives",https://view.vzaar.com/14506822/image,"Creating a society that supports and includes those of us who are living with a dementia is a major challenge - and opportunity. In this course you will discover how the arts can create a common ground between people, and in doing so, learn what we can all do to improve the quality of life and care for people living with different dementias.",https://www.futurelearn.com/courses/dementia-arts?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-LEPFaOgLENAcad1CfqqPcg,nan,[],[],[],Beginner/Intermediate,FutureLearn
Human Factors in a Healthcare Environment,https://view.vzaar.com/14506822/image,"Human factors is the study of how humans behave and interact with each other and their surroundings. It considers how humans interact in the workplace and how, due to the inevitability of human error, mistakes are likely to occur.",https://www.futurelearn.com/courses/human-factors-healthcare?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-pqG47hIXupBwemnhKCtYIA,nan,[],[],[],Beginner/Intermediate,FutureLearn
Teaching Students Who Have Suffered Complex Trauma,https://view.vzaar.com/14506822/image,"Complex trauma affects the physical, emotional and social development of children and adolescents.",https://www.futurelearn.com/courses/teaching-students-trauma?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-T7tKYY5zh.UF8Ye_9MqzYw,nan,[],[],[],Beginner/Intermediate,FutureLearn
Modern Building Design,https://view.vzaar.com/9122513/image,"Climate change, technology and regulation are changing modern building design, and the professional practices of the architecture, engineering and construction (AEC) industry.",https://www.futurelearn.com/courses/modern-building-design?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-EhYarp_S_BteSnjEN0EEIg,nan,[],[],[],Beginner/Intermediate,FutureLearn
Medicines Adherence: Understanding and Changing Patient Behaviour,https://view.vzaar.com/8744929/image,This course has been designed by psychologists and clinicians at King’s College London for people interested in medicines adherence.,https://www.futurelearn.com/courses/medicines-adherence-patient-behaviour?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-d1c048MUi8Pe8S0.7L5JiA,nan,[],[],[],Beginner/Intermediate,FutureLearn
"Talking About Cancer: Reducing Risk, Early Detection and Mythbusting",https://view.vzaar.com/6601394/image,Talking about cancer can be tough. You might be worried that you’ll say the wrong thing or that you simply don’t know enough about the subject.,https://www.futurelearn.com/courses/talking-about-cancer?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-ZbBkTeVb_DxTxoQAT1wh9g,nan,[],[],[],Beginner/Intermediate,FutureLearn
Irish 101: An Introduction to Irish Language and Culture,https://view.vzaar.com/12354268/image,Ireland is home to a unique language and a vibrant Gaelic culture.,https://www.futurelearn.com/courses/irish-language?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-xHXiSxGNtIltHEHrtmJNNA,nan,[],[],[],Beginner/Intermediate,FutureLearn
Teaching Entrepreneurial Thinking,https://view.vzaar.com/12354268/image,"We live in an uncertain and complex world, where the big problems of today and tomorrow are yet to be identified.",https://www.futurelearn.com/courses/teaching-entrepreneurial-thinking?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-eBtnSMs8guexDD.pf6sMkA,nan,[],[],[],Beginner/Intermediate,FutureLearn
German at Work Post-Beginners 1: Deutsch am Arbeitsplatz,https://view.vzaar.com/12354268/image,Language skills are vital in our interconnected economies. People who use their knowledge of other languages and cultures in the workplace can open up professional opportunities.,https://www.futurelearn.com/courses/german-1?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-VBhJ5C3VPf6YSkCV8whbNQ,nan,[],[],[],Beginner/Intermediate,FutureLearn
Bacterial Genomes: Accessing and Analysing Microbial Genome Data,https://view.vzaar.com/15950947/image,Applying increasingly powerful computation to genomics contributes to important medical breakthroughs.,https://www.futurelearn.com/courses/bacterial-genomes-access-and-analysis?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-_6UhM90wQd9nalZenHG8Qw,nan,[],[],[],Beginner/Intermediate,FutureLearn
Irish 105: An Introduction to Irish Language and Culture,https://view.vzaar.com/15950947/image,"Endorsed and supported by the Irish government, this course is the perfect opportunity for you to continue developing your understanding of Irish language and culture.",https://www.futurelearn.com/courses/irish-language-5?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-tqUT3AY8eM5b1aWbbDGYyQ,nan,[],[],[],Beginner/Intermediate,FutureLearn
Understanding Financial Statements,https://view.vzaar.com/15950947/image,"Every business maintains financial records that help us to understand how well it’s doing. In this course, you’ll learn how to read them.",https://www.futurelearn.com/courses/understanding-financial-statements?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-PHtJT5geW2iD44r149ApWQ,nan,[],[],[],Beginner/Intermediate,FutureLearn
Making Music with Others,https://view.vzaar.com/15186236/image,This online course will help you reflect on your own music-making activities and the way you interact with other musicians.,https://www.futurelearn.com/courses/making-music?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-vCrpcP1AzVC6GPRxkKNKfg,nan,[],[],[],Beginner/Intermediate,FutureLearn
Enhancing the Quality of Urban Life: Fifteen Winning Projects of the Aga Khan Award for Architecture,https://view.vzaar.com/14034142/image,"This open online course looks at the challenges of enhancing the quality of urban life as they have been addressed by projects from across the world that have received the Aga Khan Award for Architecture. All of these projects have benefited Muslim communities, but the messages they communicate are universal.",https://www.futurelearn.com/courses/enhancing-the-quality-of-urban-life?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-8XuGtqU8B6arXJxHzJTN2A,nan,[],[],[],Beginner/Intermediate,FutureLearn
An Introduction to Organisational Behaviour: How to Understand Your People,https://view.vzaar.com/14034142/image,Understanding how a business behaves can help us to understand how a business works - and how it can be made to work better. We call this discipline ‘organisational behaviour’.,https://www.futurelearn.com/courses/introduction-organisational-behaviour?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-NA14EfJOkJeaGofHuNPjlQ,nan,[],[],[],Beginner/Intermediate,FutureLearn
An Introduction to Physical Health Assessment,https://view.vzaar.com/14034142/image,"The ‘head-to-toe’ assessment is considered one of the best ways to quickly determine a patient’s overall condition. As such, it’s an invaluable nursing skill. You will explore assessment methods on this course. You will be introduced to different patients and follow them through their health journey, considering the conditions they may be suffering from.",https://www.futurelearn.com/courses/principles-of-physical-health-assessment-7002cpd-01?utm_campaign=Courses+feed&utm_medium=courses-feed&utm_source=courses-feed&utm_source=RakutenMarketing&utm_medium=Affiliate&utm_campaign=3347507:Class+Central&utm_content=10:1&utm_term=UKNetwork&ranMID=42801&ranEAID=SAyYsTvLiGQ&ranSiteID=SAyYsTvLiGQ-SbxDJnDvkST6y7fzJo4kLQ,nan,[],[],[],Beginner/Intermediate,FutureLearn
